GO	GeneName	GeneID
GO:0044281	fabF	b1095
GO:0044281	atoB	b2224
GO:0044281	fabB	b2323
GO:0044281	menD	b2264
GO:0044281	yqeF	b2844
GO:0044281	fadA	b3845
GO:0044281	paaJ	b1397
GO:0044355	recC	b2822
GO:0044355	recB	b2820
GO:0044571	iscS	b2530
GO:0044571	hscB	b2527
GO:0044659	essD	b0554
GO:0044659	ydfD	b1576
GO:0044659	rzoD	b4510
GO:0044659	rzpD	b0556
GO:0044659	rrrD	b0555
GO:0044659	rzoR	b4528
GO:0044718	fiu	b0805
GO:0044718	pqqU	b1451
GO:0044718	fhuA	b0150
GO:0044718	cirA	b2155
GO:0044718	fepA	b0584
GO:0044718	fecA	b4291
GO:0044718	fhuE	b1102
GO:0044780	rpoC	b3988
GO:0044780	fliK	b1943
GO:0044780	fliS	b1925
GO:0044780	flgJ	b1081
GO:0044780	fliA	b1922
GO:0044780	flgK	b1082
GO:0044780	fliQ	b1949
GO:0044780	fliG	b1939
GO:0044780	flhA	b1879
GO:0044780	frdC	b4152
GO:0044780	frdB	b4153
GO:0044780	rpoZ	b3649
GO:0044780	frdD	b4151
GO:0044780	frdA	b4154
GO:0044780	fliI	b1941
GO:0044780	rpoA	b3295
GO:0044780	flgN	b1070
GO:0044780	fliR	b1950
GO:0044780	flhB	b1880
GO:0044780	rpoB	b3987
GO:0044780	lfhA	b0229
GO:0044780	flhD	b1892
GO:0044780	flgA	b1072
GO:0044781	fliK	b1943
GO:0044781	flhC	b1891
GO:0044781	fliO	b1947
GO:0044781	flgJ	b1081
GO:0044781	flgM	b1071
GO:0044781	flgD	b1075
GO:0044781	fliT	b1926
GO:0044781	flhE	b1878
GO:0044781	flhD	b1892
GO:0044781	fliI	b1941
GO:0044781	flgA	b1072
GO:0044781	flhA	b1879
GO:0044781	fliS	b1925
GO:0044781	flhB	b1880
GO:0044781	flgN	b1070
GO:0044781	fliH	b1940
GO:0044781	fliP	b1948
GO:0044781	fliJ	b1942
GO:0044787	rep	b3778
GO:0044787	dnaN	b3701
GO:0044826	intR	b1345
GO:0044826	intG	b1936
GO:0044826	intS	b2349
GO:0044826	intD	b0537
GO:0044826	intF	b0281
GO:0044826	intE	b1140
GO:0044826	intA	b2622
GO:0044826	intZ	b2442
GO:0044874	lolD	b1117
GO:0044874	lolE	b1118
GO:0044874	lolA	b0891
GO:0044874	lolC	b1116
GO:0044874	lolB	b1209
GO:0045004	exoX	b1844
GO:0045004	rnt	b1652
GO:0045004	polB	b0060
GO:0045004	dnaQ	b0215
GO:0045226	rfbD	b2040
GO:0045226	yjbE	b4026
GO:0045226	rfbA	b2039
GO:0045226	etk	b0981
GO:0045226	rffH	b3789
GO:0045226	nfrB	b0569
GO:0045226	rffG	b3788
GO:0045226	wzc	b2060
GO:0045226	rfbB	b2041
GO:0045226	wbbL	b4571
GO:0045226	rfbC	b2038
GO:0045226	yjbH	b4029
GO:0045226	yjbG	b4028
GO:0045226	yjbF	b4027
GO:0045227	mepM	b1856
GO:0045227	mepH	b1655
GO:0045227	mepS	b2175
GO:0045228	wcaI	b2050
GO:0045228	wcaC	b2057
GO:0045228	wcaF	b2054
GO:0045228	wcaD	b2056
GO:0045228	wcaA	b2059
GO:0045228	wcaE	b2055
GO:0045228	wcaB	b2058
GO:0045228	wcaM	b2043
GO:0045228	wcaK	b2045
GO:0045228	wcaL	b2044
GO:0045333	fdoG	b3894
GO:0045333	nuoF	b2284
GO:0045333	fdnG	b1474
GO:0045333	fdhF	b4079
GO:0045333	fdoI	b3892
GO:0045333	fdnI	b1476
GO:0045333	ratA	b2619
GO:0045333	fdnH	b1475
GO:0045333	fdoH	b3893
GO:0045333	nuoG	b2283
GO:0045454	grxD	b1654
GO:0045454	dsbD	b4136
GO:0045454	ahpF	b0606
GO:0045454	cydC	b0886
GO:0045454	nrdH	b2673
GO:0045454	trxA	b3781
GO:0045454	grxA	b0849
GO:0045454	gor	b3500
GO:0045454	cydD	b0887
GO:0045454	ahpC	b0605
GO:0045454	ibaG	b3190
GO:0045454	trxB	b0888
GO:0045454	bcp	b2480
GO:0045454	sthA	b3962
GO:0045454	cnoX	b0492
GO:0045454	grxC	b3610
GO:0045454	bolA	b0435
GO:0045471	uspB	b3494
GO:0045471	adhP	b1478
GO:0045471	aldB	b3588
GO:0045717	accC	b3256
GO:0045717	fabR	b3963
GO:0045727	rfaH	b3842
GO:0045727	lepA	b2569
GO:0045727	rbbA	b3486
GO:0045727	deaD	b3162
GO:0045733	pta	b2297
GO:0045733	acs	b4069
GO:0045892	kdgR	b1827
GO:0045892	rutR	b1013
GO:0045892	cpxR	b3912
GO:0045892	stpA	b2669
GO:0045892	lexA	b4043
GO:0045892	hdfR	b4480
GO:0045892	marA	b1531
GO:0045892	pdhR	b0113
GO:0045892	fabR	b3963
GO:0045892	hns	b1237
GO:0045892	rseA	b2572
GO:0045892	mngR	b0730
GO:0045892	rcnR	b2105
GO:0045892	yiaJ	b3574
GO:0045892	mntR	b0817
GO:0045892	mhpR	b0346
GO:0045892	ada	b2213
GO:0045892	pgrR	b1328
GO:0045892	mtlR	b3601
GO:0045892	lacI	b0345
GO:0045892	chbR	b1735
GO:0045892	mraZ	b0081
GO:0045892	betI	b0313
GO:0045892	fis	b3261
GO:0045892	rseB	b2571
GO:0045892	yegW	b2101
GO:0045892	trpR	b4393
GO:0045892	nimR	b1790
GO:0045892	exuR	b3094
GO:0045892	iclR	b4018
GO:0045892	hprR	b1969
GO:0045892	xynR	b0272
GO:0045892	yefM	b2017
GO:0045892	cytR	b3934
GO:0045892	bluR	b1162
GO:0045892	aidB	b4187
GO:0045892	lrhA	b2289
GO:0045892	sutR	b1434
GO:0045892	ycjW	b1320
GO:0045892	allR	b0506
GO:0045892	ycgZ	b1164
GO:0045892	dnaK	b0014
GO:0045892	fliZ	b1921
GO:0045892	lrp	b0889
GO:0045892	argP	b2916
GO:0045892	fecR	b4292
GO:0045892	fur	b0683
GO:0045892	tyrR	b1323
GO:0045892	ascG	b2714
GO:0045892	rhmR	b2248
GO:0045892	nemR	b1649
GO:0045892	nsrR	b4178
GO:0045892	asnC	b3743
GO:0045892	modE	b0761
GO:0045892	narL	b1221
GO:0045892	gntR	b3438
GO:0045892	ulaR	b4191
GO:0045892	ebgR	b3075
GO:0045892	crp	b3357
GO:0045892	dnaJ	b0015
GO:0045892	marR	b1530
GO:0045892	purR	b1658
GO:0045892	mcbR	b1450
GO:0045892	alaS	b2697
GO:0045892	comR	b1111
GO:0045892	malI	b1620
GO:0045892	yidP	b3684
GO:0045892	murR	b2427
GO:0045892	sgrR	b0069
GO:0045892	bdcR	b4251
GO:0045892	nrdR	b0413
GO:0045892	rpoD	b3067
GO:0045892	yqjI	b3071
GO:0045892	flgM	b1071
GO:0045892	relE	b1563
GO:0045892	yjhI	b4299
GO:0045892	rplD	b3319
GO:0045892	frmR	b0357
GO:0045892	mprA	b2684
GO:0045892	dmlR	b1799
GO:0045892	nac	b1988
GO:0045892	relB	b1564
GO:0045892	hipA	b1507
GO:0045892	fadR	b1187
GO:0045892	arcA	b4401
GO:0045892	mqsR	b3022
GO:0045892	ygiV	b3023
GO:0045892	rcsA	b1951
GO:0045892	yihL	b3872
GO:0045892	zur	b4046
GO:0045892	acrR	b0464
GO:0045892	rpiR	b4089
GO:0045892	pspF	b1303
GO:0045892	envR	b3264
GO:0045892	uidR	b1618
GO:0045892	hipB	b1508
GO:0045892	rcsB	b2217
GO:0045892	cnu	b1625
GO:0045892	yafQ	b0225
GO:0045892	rpoS	b2741
GO:0045892	treR	b4241
GO:0045892	prlF	b3129
GO:0045892	csgD	b1040
GO:0045892	srlR	b2707
GO:0045892	dinJ	b0226
GO:0045892	metJ	b3938
GO:0045892	frlR	b3375
GO:0045892	rsd	b3995
GO:0045892	prpR	b0330
GO:0045892	phnF	b4102
GO:0045892	ydcI	b1422
GO:0045892	putA	b1014
GO:0045892	rssB	b1235
GO:0045892	rpoE	b2573
GO:0045892	araC	b0064
GO:0045892	nanR	b3226
GO:0045892	hcaR	b2537
GO:0045893	dmlR	b1799
GO:0045893	argP	b2916
GO:0045893	flhD	b1892
GO:0045893	rutR	b1013
GO:0045893	zntR	b3292
GO:0045893	allS	b0504
GO:0045893	crp	b3357
GO:0045893	iraP	b0382
GO:0045893	cueR	b0487
GO:0045893	pdhR	b0113
GO:0045893	rbsR	b3753
GO:0045893	hprR	b1969
GO:0045893	tdcA	b3118
GO:0045893	lrp	b0889
GO:0045893	gntR	b3438
GO:0045893	sgrR	b0069
GO:0045893	dcuR	b4124
GO:0045893	flhC	b1891
GO:0045893	arcA	b4401
GO:0045893	yqhC	b3010
GO:0045893	ompR	b3405
GO:0045893	alpA	b2624
GO:0045893	cdaR	b0162
GO:0045893	sutR	b1434
GO:0045893	sspA	b3229
GO:0045893	iraM	b1160
GO:0045893	rapA	b0059
GO:0045893	appY	b0564
GO:0045893	phoP	b1130
GO:0045893	xapR	b2405
GO:0045893	yqjI	b3071
GO:0045893	fur	b0683
GO:0045893	bglJ	b4366
GO:0045893	prpR	b0330
GO:0045893	ttdR	b3060
GO:0045893	tdcR	b3119
GO:0045893	lrhA	b2289
GO:0045893	bglG	b3723
GO:0045893	rcdA	b0846
GO:0045893	atoC	b2220
GO:0045893	kdpE	b0694
GO:0045893	cpxR	b3912
GO:0045893	ada	b2213
GO:0045893	rseP	b0176
GO:0045893	cspA	b3556
GO:0045893	malT	b3418
GO:0045893	slyA	b1642
GO:0045893	ihfA	b1712
GO:0045893	ftsK	b0890
GO:0045893	rpoH	b3461
GO:0045893	ydeO	b1499
GO:0045893	rcsA	b1951
GO:0045893	fis	b3261
GO:0045893	fnr	b1334
GO:0045893	aaeR	b3243
GO:0045893	marA	b1531
GO:0045893	creB	b4398
GO:0045893	modE	b0761
GO:0045893	glrR	b2554
GO:0045893	rpoN	b3202
GO:0045893	asnC	b3743
GO:0045893	rclR	b0305
GO:0045893	rtcR	b3422
GO:0045893	gadX	b3516
GO:0045893	adiY	b4116
GO:0045893	rhaS	b3905
GO:0045893	rcsB	b2217
GO:0045893	iraD	b4326
GO:0045893	pspF	b1303
GO:0045893	fadR	b1187
GO:0045893	pdeL	b0315
GO:0045893	insH5	b1370
GO:0045893	cadC	b4133
GO:0045893	nac	b1988
GO:0045893	rhaR	b3906
GO:0045893	feaR	b1384
GO:0045893	hcaR	b2537
GO:0045900	ettA	b4391
GO:0045900	hpf	b3203
GO:0045900	raiA	b2597
GO:0045903	proXp-y	b1787
GO:0045903	valS	b4258
GO:0045926	glsA2	b1524
GO:0045926	glsA1	b0485
GO:0045947	rpsD	b3296
GO:0045947	csrA	b2696
GO:0045947	thrS	b1719
GO:0045947	rplA	b3984
GO:0045947	ratA	b2619
GO:0045947	raiA	b2597
GO:0045947	yoeB	b4539
GO:0046034	atpA	b3734
GO:0046034	atpD	b3732
GO:0046037	guaA	b2507
GO:0046037	gmk	b3648
GO:0046050	surE	b2744
GO:0046050	nagD	b0675
GO:0046081	dut	b3640
GO:0046081	mazG	b2781
GO:0046104	deoA	b4382
GO:0046104	tdk	b1238
GO:0046133	rihB	b2162
GO:0046133	rihA	b0651
GO:0046168	glpB	b2242
GO:0046168	gpsA	b3608
GO:0046168	glpA	b2241
GO:0046168	glpD	b3426
GO:0046168	glpC	b2243
GO:0046176	yjhH	b4298
GO:0046176	yjhG	b4297
GO:0046176	yagF	b0269
GO:0046176	yagE	b0268
GO:0046177	gnd	b2029
GO:0046177	gntK	b3437
GO:0046177	gntR	b3438
GO:0046177	edd	b1851
GO:0046177	gntP	b4321
GO:0046177	idnK	b4268
GO:0046177	gntT	b3415
GO:0046183	idnK	b4268
GO:0046183	idnO	b4266
GO:0046183	idnT	b4265
GO:0046183	idnD	b4267
GO:0046210	hcp	b0873
GO:0046210	norW	b2711
GO:0046210	norV	b2710
GO:0046210	hmp	b2552
GO:0046256	nfsB	b0578
GO:0046256	nemA	b1650
GO:0046294	yeiG	b2154
GO:0046294	frmA	b0356
GO:0046294	frmB	b0355
GO:0046296	gcl	b0507
GO:0046296	glxK	b0514
GO:0046296	glxR	b0509
GO:0046296	glcD	b2979
GO:0046296	glcE	b4468
GO:0046296	glcF	b4467
GO:0046306	ssuD	b0935
GO:0046306	ssuE	b0937
GO:0046306	rutA	b1012
GO:0046336	eutB	b2441
GO:0046336	eutH	b2452
GO:0046336	eutQ	b2460
GO:0046336	eutT	b2459
GO:0046336	eutE	b2455
GO:0046336	eutC	b2440
GO:0046336	eutP	b2461
GO:0046336	eutM	b2457
GO:0046336	eutK	b2438
GO:0046336	eutD	b2458
GO:0046336	eutN	b2456
GO:0046336	eutL	b2439
GO:0046336	eutJ	b2454
GO:0046336	eutG	b2453
GO:0046336	eutR	b2437
GO:0046336	eutA	b2451
GO:0046336	eutS	b2462
GO:0046348	frlC	b4474
GO:0046348	murQ	b2428
GO:0046377	wcaL	b2044
GO:0046377	wcaD	b2056
GO:0046377	wza	b2062
GO:0046392	garD	b3128
GO:0046392	garR	b3125
GO:0046392	garK	b3124
GO:0046392	garL	b3126
GO:0046416	dcyD	b1919
GO:0046416	dsdA	b2366
GO:0046417	pheA	b2599
GO:0046417	tyrA	b2600
GO:0046459	atoA	b2222
GO:0046459	atoD	b2221
GO:0046459	ydiF	b1694
GO:0046474	gpsA	b3608
GO:0046474	pgsA	b1912
GO:0046474	pgpC	b2560
GO:0046474	pgpA	b0418
GO:0046474	pgpB	b1278
GO:0046487	otnI	b2739
GO:0046487	garR	b3125
GO:0046487	hyi	b0508
GO:0046487	glxR	b0509
GO:0046493	arnA	b2255
GO:0046493	arnB	b2253
GO:0046618	mdlA	b0448
GO:0046618	mdlB	b0449
GO:0046653	metH	b4019
GO:0046653	glyA	b2551
GO:0046654	folE	b2153
GO:0046654	nudB	b1865
GO:0046654	pabA	b3360
GO:0046654	folK	b0142
GO:0046654	folB	b3058
GO:0046654	folA	b0048
GO:0046654	pabB	b1812
GO:0046654	folP	b3177
GO:0046654	folC	b2315
GO:0046654	pabC	b1096
GO:0046655	folA	b0048
GO:0046655	glyA	b2551
GO:0046656	pabB	b1812
GO:0046656	nudB	b1865
GO:0046656	folB	b3058
GO:0046656	folP	b3177
GO:0046656	folK	b0142
GO:0046656	folC	b2315
GO:0046656	pabC	b1096
GO:0046656	pabA	b3360
GO:0046657	abgB	b1337
GO:0046657	abgA	b1338
GO:0046677	mdtL	b3710
GO:0046677	mdtF	b3514
GO:0046677	yjjX	b4394
GO:0046677	rpoB	b3987
GO:0046677	rplF	b3305
GO:0046677	fabI	b1288
GO:0046677	arnB	b2253
GO:0046677	mdtK	b1663
GO:0046677	blr	b4409
GO:0046677	tolC	b3035
GO:0046677	tehA	b1429
GO:0046677	ileS	b0026
GO:0046677	thrS	b1719
GO:0046677	sbmA	b0377
GO:0046677	rpsQ	b3311
GO:0046677	mrdA	b0635
GO:0046677	fsr	b0479
GO:0046677	mdtN	b4082
GO:0046677	mdtO	b4081
GO:0046677	mdtP	b4080
GO:0046677	ybhG	b0795
GO:0046677	emrB	b2686
GO:0046677	ampE	b0111
GO:0046677	arnD	b2256
GO:0046677	tehB	b1430
GO:0046677	marA	b1531
GO:0046677	mrcB	b0149
GO:0046677	yojI	b2211
GO:0046677	mdtM	b4337
GO:0046677	efeO	b1018
GO:0046677	bcr	b2182
GO:0046677	tufA	b3339
GO:0046677	folA	b0048
GO:0046677	gyrA	b2231
GO:0046677	entS	b0591
GO:0046677	rplV	b3315
GO:0046677	uppP	b3057
GO:0046677	tufB	b3980
GO:0046677	yafQ	b0225
GO:0046677	acrD	b2470
GO:0046677	ampC	b4150
GO:0046677	mlaB	b3191
GO:0046677	rcsB	b2217
GO:0046677	pmrD	b2259
GO:0046677	ftsE	b3463
GO:0046677	mdtE	b3513
GO:0046677	bamE	b2617
GO:0046677	ybcM	b0546
GO:0046677	yibA	b3594
GO:0046677	gyrB	b3699
GO:0046677	hipA	b1507
GO:0046677	kilR	b1352
GO:0046677	priA	b3935
GO:0046677	dacB	b3182
GO:0046677	prc	b1830
GO:0046677	sseA	b2521
GO:0046677	ykfM	b4586
GO:0046677	nimT	b1791
GO:0046677	marB	b1532
GO:0046677	mdtH	b1065
GO:0046677	rcbA	b1347
GO:0046677	emrK	b2368
GO:0046677	ralR	b1348
GO:0046677	acrA	b0463
GO:0046677	rpsE	b3303
GO:0046677	mprA	b2684
GO:0046677	pbpC	b2519
GO:0046677	ycbB	b0925
GO:0046677	aroK	b3390
GO:0046677	mrcA	b3396
GO:0046677	rfbC	b2038
GO:0046677	rfbX	b2037
GO:0046677	rpsL	b3342
GO:0046677	acrZ	b0762
GO:0046677	ymdB	b1045
GO:0046677	rpoC	b3988
GO:0046677	rpsD	b3296
GO:0046677	emrA	b2685
GO:0046677	yadC	b0135
GO:0046677	arnA	b2255
GO:0046677	lpxD	b0179
GO:0046677	relE	b1563
GO:0046677	mdtG	b1053
GO:0046677	macB	b0879
GO:0046677	ybjG	b0841
GO:0046677	marR	b1530
GO:0046677	rplD	b3319
GO:0046677	arnC	b2254
GO:0046677	ycjU	b1317
GO:0046677	rpmG	b3636
GO:0046677	mdfA	b0842
GO:0046677	rsmA	b0051
GO:0046677	parE	b3030
GO:0046677	emrY	b2367
GO:0046677	macA	b0878
GO:0046677	eptA	b4114
GO:0046677	basR	b4113
GO:0046677	acrE	b3265
GO:0046677	alaA	b2290
GO:0046677	rlmN	b2517
GO:0046677	yqaE	b2666
GO:0046685	arsC	b3503
GO:0046685	yfjU	b2638
GO:0046685	arsR	b3501
GO:0046685	arsB	b3502
GO:0046686	zntA	b3469
GO:0046686	msrB	b1778
GO:0046688	cueO	b0123
GO:0046688	cusB	b0574
GO:0046688	bhsA	b1112
GO:0046688	cutA	b4137
GO:0046688	dsbD	b4136
GO:0046688	yobA	b1841
GO:0046688	dsbC	b2893
GO:0046688	cusR	b0571
GO:0046688	comR	b1111
GO:0046688	cusF	b0573
GO:0046688	cusA	b0575
GO:0046688	cusC	b0572
GO:0046688	hprS	b1968
GO:0046690	tehB	b1430
GO:0046690	tehA	b1429
GO:0046718	lamB	b4036
GO:0046718	tsx	b0411
GO:0046718	intG	b1936
GO:0046718	intD	b0537
GO:0046718	intZ	b2442
GO:0046718	tolA	b0739
GO:0046718	ompA	b0957
GO:0046718	intE	b1140
GO:0046718	intF	b0281
GO:0046718	intA	b2622
GO:0046718	intS	b2349
GO:0046718	ompC	b2215
GO:0046718	intR	b1345
GO:0046777	dpiB	b0619
GO:0046777	rcsD	b2216
GO:0046777	envZ	b3404
GO:0046777	arcB	b3210
GO:0046813	nfrA	b0568
GO:0046813	ompC	b2215
GO:0046835	dhaL	b1199
GO:0046835	galK	b0757
GO:0046835	dgoK	b3693
GO:0046835	dhaK	b1200
GO:0046835	fruK	b2168
GO:0046835	rbsK	b3752
GO:0046835	alsK	b4084
GO:0046835	rfaP	b3630
GO:0046835	frlD	b3374
GO:0046835	nagK	b1119
GO:0046835	hldE	b3052
GO:0046835	pfkA	b3916
GO:0046835	yihV	b3883
GO:0046835	ydjH	b1772
GO:0046835	mak	b0394
GO:0046835	nanK	b3222
GO:0046835	lyx	b3580
GO:0046835	xylB	b3564
GO:0046835	araB	b0063
GO:0046835	rhaB	b3904
GO:0046835	dhaM	b1198
GO:0046835	galT	b0758
GO:0046835	fucK	b2803
GO:0046835	rfaY	b3625
GO:0046835	phnN	b4094
GO:0046835	kdgK	b3526
GO:0046836	lptC	b3199
GO:0046836	lptA	b3200
GO:0046854	cysQ	b4214
GO:0046854	suhB	b2533
GO:0046940	yghT	b2986
GO:0046940	uspG	b0607
GO:0046940	cmk	b0910
GO:0046940	yghR	b2984
GO:0046940	tmk	b1098
GO:0046940	pyrH	b0171
GO:0046940	adk	b0474
GO:0046942	gltP	b4077
GO:0046942	nanT	b3224
GO:0046942	dctA	b3528
GO:0046942	aaeB	b3240
GO:0046942	aaeA	b3241
GO:0046942	yjhB	b4279
GO:0048255	nudC	b3996
GO:0048255	csrA	b2696
GO:0048255	deaD	b3162
GO:0048473	metI	b0198
GO:0048473	metQ	b0197
GO:0048473	metN	b0199
GO:0048870	rpoA	b3295
GO:0048870	tsr	b4355
GO:0048870	rpoZ	b3649
GO:0048870	rpoN	b3202
GO:0048870	recA	b2699
GO:0048870	rpoC	b3988
GO:0048870	plaP	b2014
GO:0048870	rpoB	b3987
GO:0050667	metH	b4019
GO:0050667	metE	b3829
GO:0050779	rapZ	b3205
GO:0050779	rppH	b2830
GO:0050821	skp	b0178
GO:0050821	surA	b0053
GO:0050821	rseB	b2571
GO:0050821	exbB	b3006
GO:0050821	ibpB	b3686
GO:0050821	exbD	b3005
GO:0050821	ibpA	b3687
GO:0050821	slyD	b3349
GO:0050896	dosP	b1489
GO:0050896	fecR	b4292
GO:0050896	bluF	b1163
GO:0050896	rcsA	b1951
GO:0050918	rbsB	b3751
GO:0050918	fliM	b1945
GO:0050920	cheZ	b1881
GO:0050920	tsr	b4355
GO:0050920	cheY	b1882
GO:0050920	cheA	b1888
GO:0050920	tar	b1886
GO:0050992	ispH	b0029
GO:0050992	idi	b2889
GO:0051085	hscC	b0650
GO:0051085	hscA	b2526
GO:0051085	dnaJ	b0015
GO:0051085	groEL	b4143
GO:0051085	cbpA	b1000
GO:0051085	groES	b4142
GO:0051085	yegD	b2069
GO:0051085	dnaK	b0014
GO:0051085	grpE	b2614
GO:0051090	sxy	b0959
GO:0051090	mtfA	b1976
GO:0051131	narJ	b1226
GO:0051131	narW	b1466
GO:0051156	glk	b2388
GO:0051156	pgi	b4025
GO:0051156	alsK	b4084
GO:0051191	citX	b0614
GO:0051191	citG	b0613
GO:0051205	bamB	b2512
GO:0051205	bamC	b2477
GO:0051205	bamD	b2595
GO:0051205	bamA	b0177
GO:0051205	bamE	b2617
GO:0051205	yidC	b3705
GO:0051205	yidD	b4557
GO:0051252	rraA	b3929
GO:0051252	csrD	b3252
GO:0051259	torD	b0998
GO:0051259	nusA	b3169
GO:0051259	argR	b3237
GO:0051259	rne	b1084
GO:0051259	hscB	b2527
GO:0051260	mscS	b2924
GO:0051260	tar	b1886
GO:0051260	adhE	b1241
GO:0051274	mdoG	b1048
GO:0051274	mdoD	b1424
GO:0051276	yifE	b3764
GO:0051276	parE	b3030
GO:0051276	gyrB	b3699
GO:0051276	matP	b0956
GO:0051276	dinG	b0799
GO:0051276	gyrA	b2231
GO:0051276	fis	b3261
GO:0051276	parC	b3019
GO:0051289	nagA	b0677
GO:0051289	chrR	b3713
GO:0051289	srlD	b2705
GO:0051289	nadR	b4390
GO:0051289	ydiF	b1694
GO:0051289	pepP	b2908
GO:0051289	ldhA	b1380
GO:0051289	gmhA	b0222
GO:0051289	tauD	b0368
GO:0051289	hiuH	b1970
GO:0051289	ansA	b1767
GO:0051289	patD	b1444
GO:0051289	ppnN	b2795
GO:0051289	pfkA	b3916
GO:0051289	yihU	b3882
GO:0051289	guaB	b2508
GO:0051289	fabI	b1288
GO:0051289	folM	b1606
GO:0051289	kdsD	b3197
GO:0051289	glgC	b3430
GO:0051289	gutQ	b2708
GO:0051289	ssuD	b0935
GO:0051289	ansB	b2957
GO:0051289	rihB	b2162
GO:0051289	rfbA	b2039
GO:0051289	ydfG	b1539
GO:0051289	aspA	b4139
GO:0051289	gldA	b3945
GO:0051289	rarA	b0892
GO:0051289	betB	b0312
GO:0051289	rne	b1084
GO:0051289	kbaY	b3137
GO:0051289	speA	b2938
GO:0051289	rapZ	b3205
GO:0051289	matP	b0956
GO:0051289	can	b0126
GO:0051289	gpt	b0238
GO:0051289	ydjI	b1773
GO:0051289	hpt	b0125
GO:0051289	pyrG	b2780
GO:0051289	rihA	b0651
GO:0051289	metC	b3008
GO:0051289	gshB	b2947
GO:0051289	thrA	b0002
GO:0051289	gabD	b2661
GO:0051289	rhaA	b3903
GO:0051289	yeiG	b2154
GO:0051289	ppc	b3956
GO:0051301	ycjY	b1327
GO:0051301	murE	b0085
GO:0051301	cpoB	b0742
GO:0051301	ftsI	b0084
GO:0051301	tolR	b0738
GO:0051301	ftsK	b0890
GO:0051301	ftsW	b0089
GO:0051301	minC	b1176
GO:0051301	ftsP	b3017
GO:0051301	murC	b0091
GO:0051301	ftsL	b0083
GO:0051301	zapD	b0102
GO:0051301	dicC	b1569
GO:0051301	zapG	b3233
GO:0051301	nagZ	b1107
GO:0051301	xerC	b3811
GO:0051301	ftsB	b2748
GO:0051301	zapA	b2910
GO:0051301	mpl	b4233
GO:0051301	matP	b0956
GO:0051301	clpX	b0438
GO:0051301	zipA	b2412
GO:0051301	mraY	b0087
GO:0051301	ftsA	b0094
GO:0051301	mukE	b0923
GO:0051301	xerD	b2894
GO:0051301	murG	b0090
GO:0051301	dicA	b1570
GO:0051301	envC	b3613
GO:0051301	mrdB	b0634
GO:0051301	ftsQ	b0093
GO:0051301	blr	b4409
GO:0051301	ymgF	b4520
GO:0051301	ftsN	b3933
GO:0051301	murA	b3189
GO:0051301	sdiA	b1916
GO:0051301	rng	b3247
GO:0051301	mukF	b0922
GO:0051301	mukB	b0924
GO:0051301	ftsZ	b0095
GO:0051301	ftsX	b3462
GO:0051301	slmA	b3641
GO:0051301	drpB	b1963
GO:0051301	murB	b3972
GO:0051301	nlpD	b2742
GO:0051301	pal	b0741
GO:0051301	nlpI	b3163
GO:0051301	dedD	b2314
GO:0051301	ftsE	b3463
GO:0051301	ytfB	b4206
GO:0051301	murD	b0088
GO:0051301	engB	b3865
GO:0051301	zapC	b0946
GO:0051301	zapE	b3232
GO:0051301	zapB	b3928
GO:0051301	minD	b1175
GO:0051301	tolA	b0739
GO:0051301	dicB	b1575
GO:0051301	cedA	b1731
GO:0051301	dacB	b3182
GO:0051301	tolQ	b0737
GO:0051301	kilR	b1352
GO:0051301	tolB	b0740
GO:0051301	damX	b3388
GO:0051301	radD	b2184
GO:0051301	sulA	b0958
GO:0051301	minE	b1174
GO:0051301	ispU	b0174
GO:0051301	tig	b0436
GO:0051301	murF	b0086
GO:0051302	minE	b1174
GO:0051302	cedA	b1731
GO:0051302	minC	b1176
GO:0051302	fic	b3361
GO:0051302	zapC	b0946
GO:0051302	slmA	b3641
GO:0051302	dicB	b1575
GO:0051302	mioC	b3742
GO:0051409	hmp	b2552
GO:0051409	oxyR	b3961
GO:0051409	ytfE	b4209
GO:0051453	kefF	b0046
GO:0051453	kefB	b3350
GO:0051453	kefC	b0047
GO:0051453	kefG	b3351
GO:0051453	yjcE	b4065
GO:0051453	nhaA	b0019
GO:0051454	gadB	b1493
GO:0051454	adiC	b4115
GO:0051454	adiA	b4117
GO:0051454	kefF	b0046
GO:0051454	gadA	b3517
GO:0051454	kefC	b0047
GO:0051454	gadC	b1492
GO:0051495	cbeA	b2004
GO:0051495	yafW	b0246
GO:0051495	yfjZ	b2645
GO:0051495	yagB	b0266
GO:0051595	yqiI	b3048
GO:0051595	kefC	b0047
GO:0051595	hchA	b1967
GO:0051595	yjjQ	b4365
GO:0051596	gldA	b3945
GO:0051596	gpr	b3001
GO:0051596	dkgA	b3012
GO:0051596	dkgB	b0207
GO:0051596	yeaE	b1781
GO:0051603	degQ	b3234
GO:0051603	loiP	b2936
GO:0051603	hslV	b3932
GO:0051603	hslU	b3931
GO:0051603	bepA	b2494
GO:0051603	ycaL	b0909
GO:0051603	clpX	b0438
GO:0051604	erpA	b0156
GO:0051604	hybG	b2990
GO:0051604	hypF	b2712
GO:0051604	ydeM	b1497
GO:0051604	hypB	b2727
GO:0051604	hypE	b2730
GO:0051604	slyD	b3349
GO:0051604	hybF	b2991
GO:0051604	hypA	b2726
GO:0051604	fdhE	b3891
GO:0051604	hypD	b2729
GO:0051604	nfuA	b3414
GO:0051604	hypC	b2728
GO:0051604	aslB	b3800
GO:0051604	torD	b0998
